plate,transfer,p,mean,n,se,max,min
6,0,AB,0.045212765957446804,4,0.03484617731743536,0.14893617021276595,0
6,0,E,0,4,0,0,0
6,1,U,0.4973404255319149,4,0.05601967119850914,0.6276595744680851,0.39361702127659576
6,1,S,0.018617021276595744,4,0.005092697381682649,0.031914893617021274,0.010638297872340425
6,1,A,0.010638297872340425,4,0,0.010638297872340425,0.010638297872340425
6,1,B,0.01329787234042553,4,0.007978723404255319,0.031914893617021274,0
6,1,A/B,0.4148936170212766,4,0.046977451416637485,0.5319148936170213,0.30851063829787234
6,1,AB,0.045212765957446804,4,0.028271664395570873,0.1276595744680851,0
6,1,E,0,4,0,0,0
6,2,U,0.5558510638297872,4,0.04307634969239839,0.6382978723404256,0.4574468085106383
6,2,S,0.01329787234042553,4,0.007978723404255319,0.031914893617021274,0
6,2,A,0.21808510638297873,4,0.01816835242191418,0.2553191489361702,0.1702127659574468
6,2,B,0.14627659574468085,4,0.007978723404255322,0.1595744680851064,0.1276595744680851
6,2,A/B,0.007978723404255319,4,0.0026595744680851063,0.010638297872340425,0
6,2,AB,0.05851063829787234,4,0.030556184290095895,0.14893617021276595,0.02127659574468085
6,2,E,0,4,0,0,0
6,3,U,0.5611702127659575,4,0.045834276435143845,0.6170212765957447,0.425531914893617
6,3,S,0.015957446808510637,4,0.003071012070157584,0.02127659574468085,0.010638297872340425
6,3,A,0.15425531914893617,4,0.00921303621047275,0.1702127659574468,0.13829787234042554
6,3,B,0.14361702127659576,4,0.006866991748594713,0.1595744680851064,0.1276595744680851
6,3,A/B,0.015957446808510637,4,0.003071012070157584,0.02127659574468085,0.010638297872340425
6,3,AB,0.10904255319148937,4,0.05236503342419276,0.26595744680851063,0.05319148936170213
6,3,E,0,4,0,0,0
6,4,U,0.6648936170212766,4,0.0536329200789155,0.776595744680851,0.5212765957446809
6,4,S,0.010638297872340425,4,0.00434306691982833,0.02127659574468085,0
6,4,A,0.10904255319148937,4,0.007978723404255319,0.1276595744680851,0.09574468085106383
6,4,B,0.08776595744680851,4,0.009084176210957091,0.10638297872340426,0.06382978723404255
6,4,A/B,0.010638297872340425,4,0.007522412565814335,0.031914893617021274,0
6,4,AB,0.11702127659574468,4,0.05826835718140066,0.2872340425531915,0.031914893617021274
6,4,E,0,4,0,0,0
6,5,U,0.6462765957446809,4,0.054828532255553994,0.7446808510638298,0.48936170212765956
6,5,S,0.015957446808510637,4,0.005319148936170213,0.02127659574468085,0
6,5,A,0.10638297872340426,4,0.011490674997177059,0.13829787234042554,0.0851063829787234
6,5,B,0.09840425531914894,4,0.00797872340425532,0.11702127659574468,0.0851063829787234
6,5,A/B,0.005319148936170213,4,0.003071012070157584,0.010638297872340425,0
6,5,AB,0.1276595744680851,4,0.048166942224135194,0.26595744680851063,0.0425531914893617
6,5,E,0,4,0,0,0
6,6,U,0.6170212765957447,4,0.046167434632239504,0.723404255319149,0.5
6,6,S,0.015957446808510637,4,0.009213036210472751,0.031914893617021274,0
6,6,A,0.0851063829787234,4,0.004343066919828331,0.09574468085106383,0.07446808510638298
6,6,B,0.13829787234042554,4,0.007522412565814333,0.14893617021276595,0.11702127659574468
6,6,A/B,0.007978723404255319,4,0.005092697381682649,0.02127659574468085,0
6,6,AB,0.1356382978723404,4,0.048435419785984875,0.26595744680851063,0.031914893617021274
6,6,E,0,4,0,0,0
6,7,U,0.5797872340425532,4,0.05536345743260992,0.7021276595744681,0.4574468085106383
6,7,S,0.018617021276595744,4,0.006693115634105274,0.031914893617021274,0
